class,class_label,feature,mean_abs_shap,mean_signed_shap
Control,0,AST_Fused_170,0.0,0.0
Control,0,AST_Fused_171,0.0,0.0
Control,0,AST_Fused_172,0.0,0.0
Control,0,AST_Fused_173,0.0,0.0
Control,0,AST_Fused_174,0.0,0.0
Control,0,AST_Fused_175,0.0,0.0
Control,0,AST_Fused_176,0.0,0.0
Control,0,AST_Fused_177,0.0,0.0
Control,0,AST_Fused_178,0.0,0.0
Control,0,AST_Fused_179,0.0,0.0
Control,0,AST_Fused_180,0.0,0.0
Control,0,AST_Fused_181,0.0,0.0
Control,0,AST_Fused_182,0.0,0.0
Control,0,AST_Fused_183,0.0,0.0
Control,0,AST_Fused_184,0.0,0.0
Control,0,AST_Fused_185,0.0,0.0
Control,0,AST_Fused_186,0.0,0.0
Control,0,AST_Fused_187,0.0,0.0
Control,0,AST_Fused_188,0.0,0.0
Control,0,AST_Fused_189,0.0,0.0
Control,0,AST_Fused_190,0.07675591856241226,-0.07675591856241226
Control,0,AST_Fused_191,0.0,0.0
Control,0,AST_Fused_192,0.0,0.0
Control,0,AST_Fused_193,0.0,0.0
Control,0,AST_Fused_194,0.0,0.0
Control,0,AST_Fused_195,0.0,0.0
Control,0,AST_Fused_196,0.0,0.0
Control,0,AST_Fused_197,0.0,0.0
Control,0,AST_Fused_198,0.0,0.0
Control,0,AST_Fused_199,0.0,0.0
Control,0,AST_Fused_200,0.0,0.0
Control,0,AST_Fused_201,0.0,0.0
Control,0,AST_Fused_202,0.08312579989433289,0.08312579989433289
Control,0,AST_Fused_203,0.0,0.0
Control,0,AST_Fused_204,0.0,0.0
Control,0,AST_Fused_205,0.0,0.0
Control,0,AST_Fused_206,0.0,0.0
Control,0,AST_Fused_207,0.0,0.0
Control,0,AST_Fused_208,0.0,0.0
Control,0,AST_Fused_209,0.0,0.0
Control,0,AST_Fused_210,0.0,0.0
Control,0,AST_Fused_211,0.0,0.0
Control,0,AST_Fused_212,0.0,0.0
Control,0,AST_Fused_213,0.0,0.0
Control,0,AST_Fused_214,0.0,0.0
Control,0,AST_Fused_215,0.0,0.0
Control,0,AST_Fused_216,0.0,0.0
Control,0,AST_Fused_217,0.0,0.0
Control,0,AST_Fused_218,0.0,0.0
Control,0,AST_Fused_219,0.0,0.0
Control,0,AST_Fused_220,0.0,0.0
Control,0,AST_Fused_221,0.0,0.0
Control,0,AST_Fused_222,0.0,0.0
Control,0,AST_Fused_223,0.0,0.0
Control,0,AST_Fused_224,0.0,0.0
Control,0,AST_Fused_225,0.0,0.0
Control,0,AST_Fused_226,0.0,0.0
Control,0,AST_Fused_227,0.0,0.0
Control,0,AST_Fused_228,0.0,0.0
Control,0,AST_Fused_229,0.0,0.0
Control,0,AST_Fused_230,0.0,0.0
Control,0,AST_Fused_231,0.0,0.0
Control,0,AST_Fused_232,0.0,0.0
Control,0,AST_Fused_233,0.0,0.0
Control,0,AST_Fused_234,0.0,0.0
Control,0,AST_Fused_235,0.0,0.0
Control,0,AST_Fused_236,0.0,0.0
Control,0,AST_Fused_237,0.0,0.0
Control,0,AST_Fused_238,0.0,0.0
Control,0,AST_Fused_239,0.0,0.0
Control,0,AST_Fused_240,0.0,0.0
Control,0,AST_Fused_241,0.0,0.0
Control,0,AST_Fused_242,0.0,0.0
Control,0,AST_Fused_243,0.0,0.0
Control,0,AST_Fused_244,0.0,0.0
Control,0,AST_Fused_245,0.0,0.0
Control,0,AST_Fused_246,0.0,0.0
Control,0,AST_Fused_247,0.0,0.0
Control,0,AST_Fused_248,0.0,0.0
Control,0,AST_Fused_249,0.0,0.0
Control,0,AST_Fused_250,0.0,0.0
Control,0,AST_Fused_251,0.0,0.0
Control,0,AST_Fused_252,0.0,0.0
Control,0,AST_Fused_253,0.0,0.0
Control,0,AST_Fused_254,0.0,0.0
Control,0,AST_Fused_255,0.0,0.0
Control,0,AST_Fused_256,0.0,0.0
Control,0,AST_Fused_257,0.0,0.0
Control,0,AST_Fused_258,0.0,0.0
Control,0,AST_Fused_259,0.0,0.0
Control,0,AST_Fused_260,0.0,0.0
Control,0,AST_Fused_261,0.0,0.0
Control,0,AST_Fused_262,0.0,0.0
Control,0,AST_Fused_263,0.0,0.0
Control,0,AST_Fused_264,0.0,0.0
Control,0,AST_Fused_265,0.0,0.0
Control,0,AST_Fused_266,0.0,0.0
Control,0,AST_Fused_267,0.0,0.0
Control,0,AST_Fused_268,0.0,0.0
Control,0,AST_Fused_269,0.0,0.0
Control,0,AST_Fused_270,0.0,0.0
Control,0,AST_Fused_271,0.0,0.0
Control,0,AST_Fused_272,0.0,0.0
Control,0,AST_Fused_273,0.0,0.0
Control,0,AST_Fused_274,0.0,0.0
Control,0,AST_Fused_275,0.0,0.0
Control,0,AST_Fused_276,0.0,0.0
Control,0,AST_Fused_277,0.0,0.0
Control,0,AST_Fused_278,0.0,0.0
Control,0,AST_Fused_279,0.0,0.0
Control,0,AST_Fused_280,0.0,0.0
Control,0,AST_Fused_281,0.0,0.0
Control,0,AST_Fused_282,0.0,0.0
Control,0,AST_Fused_283,0.0,0.0
Control,0,AST_Fused_284,0.0,0.0
Control,0,AST_Fused_285,0.0,0.0
Control,0,AST_Fused_286,0.0,0.0
Control,0,AST_Fused_287,0.0,0.0
Control,0,AST_Fused_288,0.0,0.0
Control,0,AST_Fused_289,0.0,0.0
Control,0,AST_Fused_290,0.0,0.0
Control,0,AST_Fused_291,0.0,0.0
Control,0,AST_Fused_292,0.0,0.0
Control,0,AST_Fused_293,0.0,0.0
Control,0,AST_Fused_294,0.0,0.0
Control,0,AST_Fused_295,0.0,0.0
Control,0,AST_Fused_296,0.0,0.0
Control,0,AST_Fused_297,0.0,0.0
Control,0,AST_Fused_298,0.0,0.0
Control,0,AST_Fused_299,0.0,0.0
Control,0,AST_Fused_300,0.0,0.0
Control,0,AST_Fused_301,0.0,0.0
Control,0,AST_Fused_302,0.0,0.0
Control,0,AST_Fused_303,0.0,0.0
Control,0,AST_Fused_304,0.0,0.0
Control,0,AST_Fused_305,0.0,0.0
Control,0,AST_Fused_306,0.0,0.0
Control,0,AST_Fused_307,0.0,0.0
Control,0,AST_Fused_308,0.0,0.0
Control,0,AST_Fused_309,0.0,0.0
Control,0,AST_Fused_310,0.0,0.0
Control,0,AST_Fused_311,0.0,0.0
Control,0,AST_Fused_312,0.0,0.0
Control,0,AST_Fused_313,0.0,0.0
Control,0,AST_Fused_314,0.0,0.0
Control,0,AST_Fused_315,0.0,0.0
Control,0,AST_Fused_316,0.0,0.0
Control,0,AST_Fused_317,0.0,0.0
Control,0,AST_Fused_318,0.0,0.0
Control,0,AST_Fused_319,0.0,0.0
Control,0,AST_Fused_320,0.0,0.0
Control,0,AST_Fused_321,0.0,0.0
Control,0,AST_Fused_322,0.0,0.0
Control,0,AST_Fused_323,0.0,0.0
Control,0,AST_Fused_324,0.0,0.0
Control,0,AST_Fused_325,0.0,0.0
Control,0,AST_Fused_326,0.0,0.0
Control,0,AST_Fused_327,0.0,0.0
Control,0,AST_Fused_328,0.0,0.0
Control,0,AST_Fused_329,0.0,0.0
Control,0,AST_Fused_330,0.0,0.0
Control,0,AST_Fused_331,0.0,0.0
Control,0,AST_Fused_332,0.0,0.0
Control,0,AST_Fused_333,0.0,0.0
Control,0,AST_Fused_334,0.0,0.0
Control,0,AST_Fused_335,0.0,0.0
Control,0,AST_Fused_336,0.0,0.0
Control,0,AST_Fused_337,0.0,0.0
Control,0,AST_Fused_338,0.0,0.0
Control,0,AST_Fused_339,0.0,0.0
Control,0,AST_Fused_340,0.0,0.0
Control,0,AST_Fused_341,0.0,0.0
Control,0,AST_Fused_342,0.0,0.0
Control,0,AST_Fused_343,0.0,0.0
Control,0,AST_Fused_344,0.0,0.0
Control,0,AST_Fused_345,0.0,0.0
Control,0,AST_Fused_346,0.0,0.0
Control,0,AST_Fused_347,0.0,0.0
Control,0,AST_Fused_348,0.0,0.0
Control,0,AST_Fused_349,0.0,0.0
Control,0,AST_Fused_350,0.0,0.0
Control,0,AST_Fused_351,0.0,0.0
Control,0,AST_Fused_352,0.0,0.0
Control,0,AST_Fused_353,0.0,0.0
Control,0,AST_Fused_354,0.0,0.0
Control,0,AST_Fused_355,0.0,0.0
Control,0,AST_Fused_356,0.0,0.0
Control,0,AST_Fused_357,0.0,0.0
Control,0,AST_Fused_358,0.0,0.0
Control,0,AST_Fused_359,0.0,0.0
Control,0,AST_Fused_360,0.0,0.0
Control,0,AST_Fused_361,0.0,0.0
Control,0,AST_Fused_362,0.0,0.0
Control,0,AST_Fused_363,0.0,0.0
Control,0,AST_Fused_364,0.0,0.0
Control,0,AST_Fused_365,0.0,0.0
Control,0,AST_Fused_366,0.0,0.0
Control,0,AST_Fused_367,0.0,0.0
Control,0,AST_Fused_368,0.0,0.0
Control,0,AST_Fused_369,0.0,0.0
Control,0,AST_Fused_370,0.17545059323310852,-0.06005574017763138
Control,0,AST_Fused_371,0.0,0.0
Control,0,AST_Fused_372,0.0,0.0
Control,0,AST_Fused_373,0.0,0.0
Control,0,AST_Fused_374,0.0,0.0
Control,0,AST_Fused_375,0.0,0.0
Control,0,AST_Fused_376,0.0,0.0
Control,0,AST_Fused_377,0.0,0.0
Control,0,AST_Fused_378,0.0,0.0
Control,0,AST_Fused_379,0.0,0.0
Control,0,AST_Fused_380,0.0,0.0
Control,0,AST_Fused_381,0.0,0.0
Control,0,AST_Fused_382,0.0,0.0
Control,0,AST_Fused_383,0.0,0.0
Control,0,AST_Fused_384,0.0,0.0
Parkinson,1,Video_Swin_Fused_001,0.0,0.0
Parkinson,1,Video_Swin_Fused_002,0.0,0.0
Parkinson,1,Video_Swin_Fused_003,0.0,0.0
Parkinson,1,Video_Swin_Fused_004,0.0,0.0
Parkinson,1,Video_Swin_Fused_005,0.0,0.0
Parkinson,1,Video_Swin_Fused_006,0.0,0.0
Parkinson,1,Video_Swin_Fused_007,0.0,0.0
Parkinson,1,Video_Swin_Fused_008,0.0,0.0
Parkinson,1,Video_Swin_Fused_009,0.0,0.0
Parkinson,1,Video_Swin_Fused_010,0.0,0.0
Parkinson,1,Video_Swin_Fused_011,0.0,0.0
Parkinson,1,Video_Swin_Fused_012,0.0,0.0
Parkinson,1,Video_Swin_Fused_013,0.0,0.0
Parkinson,1,Video_Swin_Fused_014,0.0,0.0
Parkinson,1,Video_Swin_Fused_015,0.0,0.0
Parkinson,1,Video_Swin_Fused_016,0.0,0.0
Parkinson,1,Video_Swin_Fused_017,0.0,0.0
Parkinson,1,Video_Swin_Fused_018,0.0,0.0
Parkinson,1,Video_Swin_Fused_019,0.0,0.0
Parkinson,1,Video_Swin_Fused_020,0.0,0.0
Parkinson,1,Video_Swin_Fused_021,0.0,0.0
Parkinson,1,Video_Swin_Fused_022,0.0,0.0
Parkinson,1,Video_Swin_Fused_023,0.0,0.0
Parkinson,1,Video_Swin_Fused_024,0.0,0.0
Parkinson,1,Video_Swin_Fused_025,0.0,0.0
Parkinson,1,Video_Swin_Fused_026,0.0,0.0
Parkinson,1,Video_Swin_Fused_027,0.0,0.0
Parkinson,1,Video_Swin_Fused_028,0.0,0.0
Parkinson,1,Video_Swin_Fused_029,0.0,0.0
Parkinson,1,Video_Swin_Fused_030,0.0,0.0
Parkinson,1,Video_Swin_Fused_031,0.0,0.0
Parkinson,1,Video_Swin_Fused_032,0.0,0.0
Parkinson,1,Video_Swin_Fused_033,0.0,0.0
Parkinson,1,Video_Swin_Fused_034,0.0,0.0
Parkinson,1,Video_Swin_Fused_035,0.0,0.0
Parkinson,1,Video_Swin_Fused_036,0.0,0.0
Parkinson,1,Video_Swin_Fused_037,0.0,0.0
Parkinson,1,Video_Swin_Fused_038,0.0,0.0
Parkinson,1,Video_Swin_Fused_039,0.0,0.0
Parkinson,1,Video_Swin_Fused_040,0.0,0.0
Parkinson,1,Video_Swin_Fused_041,0.0,0.0
Parkinson,1,Video_Swin_Fused_042,0.0,0.0
Parkinson,1,Video_Swin_Fused_043,0.0,0.0
Parkinson,1,Video_Swin_Fused_044,0.0,0.0
Parkinson,1,Video_Swin_Fused_045,0.0,0.0
Parkinson,1,Video_Swin_Fused_046,0.0,0.0
Parkinson,1,Video_Swin_Fused_047,0.0,0.0
Parkinson,1,Video_Swin_Fused_048,0.0,0.0
Parkinson,1,Video_Swin_Fused_049,0.0,0.0
Parkinson,1,Video_Swin_Fused_050,0.0,0.0
Parkinson,1,Video_Swin_Fused_051,0.1035301685333252,-0.03764081746339798
Parkinson,1,Video_Swin_Fused_052,0.0,0.0
Parkinson,1,Video_Swin_Fused_053,0.0,0.0
Parkinson,1,Video_Swin_Fused_054,0.0,0.0
Parkinson,1,Video_Swin_Fused_055,0.0,0.0
Parkinson,1,Video_Swin_Fused_056,0.0,0.0
Parkinson,1,Video_Swin_Fused_057,0.0,0.0
Parkinson,1,Video_Swin_Fused_058,0.0,0.0
Parkinson,1,Video_Swin_Fused_059,0.0,0.0
Parkinson,1,Video_Swin_Fused_060,0.0,0.0
Parkinson,1,Video_Swin_Fused_061,0.0,0.0
Parkinson,1,Video_Swin_Fused_062,0.0,0.0
Parkinson,1,Video_Swin_Fused_063,0.0,0.0
Parkinson,1,Video_Swin_Fused_064,0.0,0.0
Parkinson,1,Video_Swin_Fused_065,0.0,0.0
Parkinson,1,Video_Swin_Fused_066,0.0,0.0
Parkinson,1,Video_Swin_Fused_067,0.0,0.0
Parkinson,1,Video_Swin_Fused_068,0.0,0.0
Parkinson,1,Video_Swin_Fused_069,0.0,0.0
Parkinson,1,Video_Swin_Fused_070,0.0,0.0
Parkinson,1,Video_Swin_Fused_071,0.0,0.0
Parkinson,1,Video_Swin_Fused_072,0.0,0.0
Parkinson,1,Video_Swin_Fused_073,0.0,0.0
Parkinson,1,Video_Swin_Fused_074,0.0,0.0
Parkinson,1,Video_Swin_Fused_075,0.0,0.0
Parkinson,1,Video_Swin_Fused_076,0.0,0.0
Parkinson,1,Video_Swin_Fused_077,0.0,0.0
Parkinson,1,Video_Swin_Fused_078,0.0,0.0
Parkinson,1,Video_Swin_Fused_079,0.0,0.0
Parkinson,1,Video_Swin_Fused_080,0.0,0.0
Parkinson,1,Video_Swin_Fused_081,0.0,0.0
Parkinson,1,Video_Swin_Fused_082,0.0,0.0
Parkinson,1,Video_Swin_Fused_083,0.0,0.0
Parkinson,1,Video_Swin_Fused_084,0.0,0.0
Parkinson,1,Video_Swin_Fused_085,0.0,0.0
Parkinson,1,Video_Swin_Fused_086,0.0,0.0
Parkinson,1,Video_Swin_Fused_087,0.0,0.0
Parkinson,1,Video_Swin_Fused_088,0.0,0.0
Parkinson,1,Video_Swin_Fused_089,0.0,0.0
Parkinson,1,Video_Swin_Fused_090,0.0,0.0
Parkinson,1,Video_Swin_Fused_091,0.0,0.0
Parkinson,1,Video_Swin_Fused_092,0.0,0.0
Parkinson,1,Video_Swin_Fused_093,0.0,0.0
Parkinson,1,Video_Swin_Fused_094,0.0,0.0
Parkinson,1,Video_Swin_Fused_095,0.0,0.0
Parkinson,1,Video_Swin_Fused_096,0.0,0.0
Parkinson,1,Video_Swin_Fused_097,0.0,0.0
Parkinson,1,Video_Swin_Fused_098,0.0,0.0
Parkinson,1,Video_Swin_Fused_099,0.0,0.0
Parkinson,1,Video_Swin_Fused_100,0.0,0.0
Parkinson,1,Video_Swin_Fused_101,0.0,0.0
Parkinson,1,Video_Swin_Fused_102,0.0,0.0
Parkinson,1,Video_Swin_Fused_103,0.0,0.0
Parkinson,1,Video_Swin_Fused_104,0.0,0.0
Parkinson,1,Video_Swin_Fused_105,0.0,0.0
Parkinson,1,Video_Swin_Fused_106,0.0,0.0
Parkinson,1,Video_Swin_Fused_107,0.0,0.0
Parkinson,1,Video_Swin_Fused_108,0.0,0.0
Parkinson,1,Video_Swin_Fused_109,0.0,0.0
Parkinson,1,Video_Swin_Fused_110,0.0,0.0
Parkinson,1,Video_Swin_Fused_111,0.0,0.0
Parkinson,1,Video_Swin_Fused_112,0.0,0.0
Parkinson,1,Video_Swin_Fused_113,0.0,0.0
Parkinson,1,Video_Swin_Fused_114,0.07711382210254669,0.05866881459951401
Parkinson,1,Video_Swin_Fused_115,0.0,0.0
Parkinson,1,Video_Swin_Fused_116,0.0,0.0
Parkinson,1,Video_Swin_Fused_117,0.0,0.0
Parkinson,1,Video_Swin_Fused_118,0.0,0.0
Parkinson,1,Video_Swin_Fused_119,0.0,0.0
Parkinson,1,Video_Swin_Fused_120,0.0,0.0
Parkinson,1,Video_Swin_Fused_121,0.0,0.0
Parkinson,1,Video_Swin_Fused_122,0.0,0.0
Parkinson,1,Video_Swin_Fused_123,0.0,0.0
Parkinson,1,Video_Swin_Fused_124,0.0,0.0
Parkinson,1,Video_Swin_Fused_125,0.0,0.0
Parkinson,1,Video_Swin_Fused_126,0.0,0.0
Parkinson,1,Video_Swin_Fused_127,0.0,0.0
Parkinson,1,Video_Swin_Fused_128,0.0,0.0
Parkinson,1,Video_Swin_Fused_129,0.0,0.0
Parkinson,1,Video_Swin_Fused_130,0.0,0.0
Parkinson,1,Video_Swin_Fused_131,0.0,0.0
Parkinson,1,Video_Swin_Fused_132,0.0,0.0
Parkinson,1,Video_Swin_Fused_133,0.0,0.0
Parkinson,1,Video_Swin_Fused_134,0.0,0.0
Parkinson,1,Video_Swin_Fused_135,0.0,0.0
Parkinson,1,Video_Swin_Fused_136,0.0,0.0
Parkinson,1,Video_Swin_Fused_137,0.0,0.0
Parkinson,1,Video_Swin_Fused_138,0.0,0.0
Parkinson,1,Video_Swin_Fused_139,0.0,0.0
Parkinson,1,Video_Swin_Fused_140,0.0,0.0
Parkinson,1,Video_Swin_Fused_141,0.0,0.0
Parkinson,1,Video_Swin_Fused_142,0.0,0.0
Parkinson,1,Video_Swin_Fused_143,0.0,0.0
Parkinson,1,Video_Swin_Fused_144,0.0,0.0
Parkinson,1,Video_Swin_Fused_145,0.0,0.0
Parkinson,1,Video_Swin_Fused_146,0.0,0.0
Parkinson,1,Video_Swin_Fused_147,0.0,0.0
Parkinson,1,Video_Swin_Fused_148,0.0,0.0
Parkinson,1,Video_Swin_Fused_149,0.05734362453222275,0.046148158609867096
Parkinson,1,Video_Swin_Fused_150,0.0,0.0
Parkinson,1,Video_Swin_Fused_151,0.0,0.0
Parkinson,1,Video_Swin_Fused_152,0.0,0.0
Parkinson,1,Video_Swin_Fused_153,0.0,0.0
Parkinson,1,Video_Swin_Fused_154,0.0,0.0
Parkinson,1,Video_Swin_Fused_155,0.0,0.0
Parkinson,1,Video_Swin_Fused_156,0.0,0.0
Parkinson,1,Video_Swin_Fused_157,0.0,0.0
Parkinson,1,Video_Swin_Fused_158,0.0,0.0
Parkinson,1,Video_Swin_Fused_159,0.0,0.0
Parkinson,1,Video_Swin_Fused_160,0.0,0.0
Parkinson,1,Video_Swin_Fused_161,0.0,0.0
Parkinson,1,Video_Swin_Fused_162,0.0,0.0
Parkinson,1,Video_Swin_Fused_163,0.0,0.0
Parkinson,1,Video_Swin_Fused_164,0.0,0.0
Parkinson,1,Video_Swin_Fused_165,0.0,0.0
Parkinson,1,Video_Swin_Fused_166,0.0,0.0
Parkinson,1,Video_Swin_Fused_167,0.0,0.0
Parkinson,1,Video_Swin_Fused_168,0.0,0.0
Parkinson,1,Video_Swin_Fused_169,0.0,0.0
Parkinson,1,Video_Swin_Fused_170,0.0,0.0
Parkinson,1,Video_Swin_Fused_171,0.0,0.0
Parkinson,1,Video_Swin_Fused_172,0.0,0.0
Parkinson,1,Video_Swin_Fused_173,0.0,0.0
Parkinson,1,Video_Swin_Fused_174,0.0,0.0
Parkinson,1,Video_Swin_Fused_175,0.0,0.0
Parkinson,1,Video_Swin_Fused_176,0.0,0.0
Parkinson,1,Video_Swin_Fused_177,0.0,0.0
Parkinson,1,Video_Swin_Fused_178,0.0,0.0
Parkinson,1,Video_Swin_Fused_179,0.0,0.0
Parkinson,1,Video_Swin_Fused_180,0.0,0.0
Parkinson,1,Video_Swin_Fused_181,0.0,0.0
Parkinson,1,Video_Swin_Fused_182,0.0,0.0
Parkinson,1,Video_Swin_Fused_183,0.0,0.0
Parkinson,1,Video_Swin_Fused_184,0.0,0.0
Parkinson,1,Video_Swin_Fused_185,0.0,0.0
Parkinson,1,Video_Swin_Fused_186,0.0,0.0
Parkinson,1,Video_Swin_Fused_187,0.0,0.0
Parkinson,1,Video_Swin_Fused_188,0.0,0.0
Parkinson,1,Video_Swin_Fused_189,0.0,0.0
Parkinson,1,Video_Swin_Fused_190,0.0,0.0
Parkinson,1,Video_Swin_Fused_191,0.0,0.0
Parkinson,1,Video_Swin_Fused_192,0.0,0.0
Parkinson,1,Video_Swin_Fused_193,0.0,0.0
Parkinson,1,Video_Swin_Fused_194,0.0,0.0
Parkinson,1,Video_Swin_Fused_195,0.0,0.0
Parkinson,1,Video_Swin_Fused_196,0.0,0.0
Parkinson,1,Video_Swin_Fused_197,0.0,0.0
Parkinson,1,Video_Swin_Fused_198,0.0,0.0
Parkinson,1,Video_Swin_Fused_199,0.0,0.0
Parkinson,1,Video_Swin_Fused_200,0.0,0.0
Parkinson,1,Video_Swin_Fused_201,0.0,0.0
Parkinson,1,Video_Swin_Fused_202,0.0,0.0
Parkinson,1,Video_Swin_Fused_203,0.0,0.0
Parkinson,1,Video_Swin_Fused_204,0.0,0.0
Parkinson,1,Video_Swin_Fused_205,0.0,0.0
Parkinson,1,Video_Swin_Fused_206,0.0,0.0
Parkinson,1,Video_Swin_Fused_207,0.0,0.0
Parkinson,1,Video_Swin_Fused_208,0.0,0.0
Parkinson,1,Video_Swin_Fused_209,0.0,0.0
Parkinson,1,Video_Swin_Fused_210,0.0,0.0
Parkinson,1,Video_Swin_Fused_211,0.05631493777036667,0.05631493777036667
Parkinson,1,Video_Swin_Fused_212,0.0,0.0
Parkinson,1,Video_Swin_Fused_213,0.0,0.0
Parkinson,1,Video_Swin_Fused_214,0.0,0.0
Parkinson,1,Video_Swin_Fused_215,0.0,0.0
Parkinson,1,Video_Swin_Fused_216,0.0,0.0
Parkinson,1,Video_Swin_Fused_217,0.0,0.0
Parkinson,1,Video_Swin_Fused_218,0.0,0.0
Parkinson,1,Video_Swin_Fused_219,0.0,0.0
Parkinson,1,Video_Swin_Fused_220,0.0,0.0
Parkinson,1,Video_Swin_Fused_221,0.0,0.0
Parkinson,1,Video_Swin_Fused_222,0.0,0.0
Parkinson,1,Video_Swin_Fused_223,0.0,0.0
Parkinson,1,Video_Swin_Fused_224,0.0,0.0
Parkinson,1,Video_Swin_Fused_225,0.0,0.0
Parkinson,1,Video_Swin_Fused_226,0.1087663322687149,-0.03249280899763107
Parkinson,1,Video_Swin_Fused_227,0.0,0.0
Parkinson,1,Video_Swin_Fused_228,0.0,0.0
Parkinson,1,Video_Swin_Fused_229,0.0,0.0
Parkinson,1,Video_Swin_Fused_230,0.0,0.0
Parkinson,1,Video_Swin_Fused_231,0.0,0.0
Parkinson,1,Video_Swin_Fused_232,0.0,0.0
Parkinson,1,Video_Swin_Fused_233,0.0,0.0
Parkinson,1,Video_Swin_Fused_234,0.0,0.0
Parkinson,1,Video_Swin_Fused_235,0.0,0.0
Parkinson,1,Video_Swin_Fused_236,0.0,0.0
Parkinson,1,Video_Swin_Fused_237,0.0,0.0
Parkinson,1,Video_Swin_Fused_238,0.0,0.0
Parkinson,1,Video_Swin_Fused_239,0.0,0.0
Parkinson,1,Video_Swin_Fused_240,0.0,0.0
Parkinson,1,Video_Swin_Fused_241,0.0,0.0
Parkinson,1,Video_Swin_Fused_242,0.0,0.0
Parkinson,1,Video_Swin_Fused_243,0.0,0.0
Parkinson,1,Video_Swin_Fused_244,0.0,0.0
Parkinson,1,Video_Swin_Fused_245,0.13422457873821259,0.07498951256275177
Parkinson,1,Video_Swin_Fused_246,0.0,0.0
Parkinson,1,Video_Swin_Fused_247,0.2144751101732254,0.03220126032829285
Parkinson,1,Video_Swin_Fused_248,0.0,0.0
Parkinson,1,Video_Swin_Fused_249,0.0,0.0
Parkinson,1,Video_Swin_Fused_250,0.0,0.0
Parkinson,1,Video_Swin_Fused_251,0.06666672974824905,0.05280809849500656
Parkinson,1,Video_Swin_Fused_252,0.0,0.0
Parkinson,1,Video_Swin_Fused_253,0.0,0.0
Parkinson,1,Video_Swin_Fused_254,0.0,0.0
Parkinson,1,Video_Swin_Fused_255,0.0,0.0
Parkinson,1,Video_Swin_Fused_256,0.0,0.0
Parkinson,1,Video_Swin_Fused_257,0.0,0.0
Parkinson,1,Video_Swin_Fused_258,0.0,0.0
Parkinson,1,Video_Swin_Fused_259,0.0,0.0
Parkinson,1,Video_Swin_Fused_260,0.0,0.0
Parkinson,1,Video_Swin_Fused_261,0.0,0.0
Parkinson,1,Video_Swin_Fused_262,0.0,0.0
Parkinson,1,Video_Swin_Fused_263,0.0,0.0
Parkinson,1,Video_Swin_Fused_264,0.0,0.0
Parkinson,1,Video_Swin_Fused_265,0.0,0.0
Parkinson,1,Video_Swin_Fused_266,0.0,0.0
Parkinson,1,Video_Swin_Fused_267,0.0,0.0
Parkinson,1,Video_Swin_Fused_268,0.0,0.0
Parkinson,1,Video_Swin_Fused_269,0.0,0.0
Parkinson,1,Video_Swin_Fused_270,0.0,0.0
Parkinson,1,Video_Swin_Fused_271,0.0,0.0
Parkinson,1,Video_Swin_Fused_272,0.0,0.0
Parkinson,1,Video_Swin_Fused_273,0.0,0.0
Parkinson,1,Video_Swin_Fused_274,0.0,0.0
Parkinson,1,Video_Swin_Fused_275,0.0,0.0
Parkinson,1,Video_Swin_Fused_276,0.0,0.0
Parkinson,1,Video_Swin_Fused_277,0.0,0.0
Parkinson,1,Video_Swin_Fused_278,0.0,0.0
Parkinson,1,Video_Swin_Fused_279,0.0,0.0
Parkinson,1,Video_Swin_Fused_280,0.0,0.0
Parkinson,1,Video_Swin_Fused_281,0.0,0.0
Parkinson,1,Video_Swin_Fused_282,0.0,0.0
Parkinson,1,Video_Swin_Fused_283,0.0,0.0
Parkinson,1,Video_Swin_Fused_284,0.0,0.0
Parkinson,1,Video_Swin_Fused_285,0.0,0.0
Parkinson,1,Video_Swin_Fused_286,0.3210509419441223,0.19171375036239624
Parkinson,1,Video_Swin_Fused_287,0.0,0.0
Parkinson,1,Video_Swin_Fused_288,0.0,0.0
Parkinson,1,Video_Swin_Fused_289,0.0,0.0
Parkinson,1,Video_Swin_Fused_290,0.0,0.0
Parkinson,1,Video_Swin_Fused_291,0.0,0.0
Parkinson,1,Video_Swin_Fused_292,0.0,0.0
Parkinson,1,Video_Swin_Fused_293,0.0,0.0
Parkinson,1,Video_Swin_Fused_294,0.0,0.0
Parkinson,1,Video_Swin_Fused_295,0.0,0.0
Parkinson,1,Video_Swin_Fused_296,0.0,0.0
Parkinson,1,Video_Swin_Fused_297,0.0,0.0
Parkinson,1,Video_Swin_Fused_298,0.0,0.0
Parkinson,1,Video_Swin_Fused_299,0.0,0.0
Parkinson,1,Video_Swin_Fused_300,0.0,0.0
Parkinson,1,Video_Swin_Fused_301,0.0,0.0
Parkinson,1,Video_Swin_Fused_302,0.0,0.0
Parkinson,1,Video_Swin_Fused_303,0.0,0.0
Parkinson,1,Video_Swin_Fused_304,0.0,0.0
Parkinson,1,Video_Swin_Fused_305,0.0,0.0
Parkinson,1,Video_Swin_Fused_306,0.0,0.0
Parkinson,1,Video_Swin_Fused_307,0.0,0.0
Parkinson,1,Video_Swin_Fused_308,0.0,0.0
Parkinson,1,Video_Swin_Fused_309,0.0,0.0
Parkinson,1,Video_Swin_Fused_310,0.0,0.0
Parkinson,1,Video_Swin_Fused_311,0.0,0.0
Parkinson,1,Video_Swin_Fused_312,0.0,0.0
Parkinson,1,Video_Swin_Fused_313,0.0,0.0
Parkinson,1,Video_Swin_Fused_314,0.0,0.0
