feature,mean_abs_shap,class,rank
Video_Swin_Fused_197,0.0,Control,701
Video_Swin_Fused_198,0.0,Control,702
Video_Swin_Fused_199,0.0,Control,703
Video_Swin_Fused_200,0.0,Control,704
Video_Swin_Fused_201,0.0,Control,705
Video_Swin_Fused_202,0.0,Control,706
Video_Swin_Fused_203,0.0,Control,707
Video_Swin_Fused_217,0.0,Control,708
Video_Swin_Fused_205,0.0,Control,709
Video_Swin_Fused_206,0.0,Control,710
Video_Swin_Fused_207,0.0,Control,711
Video_Swin_Fused_208,0.0,Control,712
Video_Swin_Fused_209,0.0,Control,713
Video_Swin_Fused_210,0.0,Control,714
Video_Swin_Fused_212,0.0,Control,715
Video_Swin_Fused_213,0.0,Control,716
Video_Swin_Fused_214,0.0,Control,717
Video_Swin_Fused_215,0.0,Control,718
Video_Swin_Fused_216,0.0,Control,719
Video_Swin_Fused_204,0.0,Control,720
Video_Swin_Fused_269,0.0,Control,721
Video_Swin_Fused_270,0.0,Control,722
Video_Swin_Fused_271,0.0,Control,723
Video_Swin_Fused_272,0.0,Control,724
Video_Swin_Fused_273,0.0,Control,725
Video_Swin_Fused_274,0.0,Control,726
Video_Swin_Fused_275,0.0,Control,727
Video_Swin_Fused_276,0.0,Control,728
Video_Swin_Fused_277,0.0,Control,729
Video_Swin_Fused_278,0.0,Control,730
Video_Swin_Fused_279,0.0,Control,731
Video_Swin_Fused_241,0.0,Control,732
Video_Swin_Fused_281,0.0,Control,733
Video_Swin_Fused_282,0.0,Control,734
Video_Swin_Fused_283,0.0,Control,735
Video_Swin_Fused_284,0.0,Control,736
Video_Swin_Fused_285,0.0,Control,737
Video_Swin_Fused_287,0.0,Control,738
Video_Swin_Fused_288,0.0,Control,739
Video_Swin_Fused_289,0.0,Control,740
Video_Swin_Fused_290,0.0,Control,741
Video_Swin_Fused_291,0.0,Control,742
Video_Swin_Fused_292,0.0,Control,743
Video_Swin_Fused_280,0.0,Control,744
Video_Swin_Fused_242,0.0,Control,745
Video_Swin_Fused_243,0.0,Control,746
Video_Swin_Fused_244,0.0,Control,747
Video_Swin_Fused_246,0.0,Control,748
Video_Swin_Fused_248,0.0,Control,749
Video_Swin_Fused_249,0.0,Control,750
Video_Swin_Fused_250,0.0,Control,751
Video_Swin_Fused_252,0.0,Control,752
Video_Swin_Fused_253,0.0,Control,753
Video_Swin_Fused_254,0.0,Control,754
Video_Swin_Fused_255,0.0,Control,755
Video_Swin_Fused_268,0.0,Control,756
Video_Swin_Fused_257,0.0,Control,757
Video_Swin_Fused_258,0.0,Control,758
Video_Swin_Fused_259,0.0,Control,759
Video_Swin_Fused_260,0.0,Control,760
Video_Swin_Fused_261,0.0,Control,761
Video_Swin_Fused_262,0.0,Control,762
Video_Swin_Fused_263,0.0,Control,763
Video_Swin_Fused_264,0.0,Control,764
Video_Swin_Fused_265,0.0,Control,765
Video_Swin_Fused_266,0.0,Control,766
Video_Swin_Fused_267,0.0,Control,767
Video_Swin_Fused_256,0.0,Control,768
