sample_name,sample_index,true_label,predicted_label,pd_probability,video_abs_shap,audio_abs_shap,video_percentage,audio_percentage
Correct_Parkinson,1,1,1,0.6231741905212402,0.0042319525964558125,0.004237195011228323,49.969051361083984,50.03095245361328
Correct_Control,3,0,0,0.49201858043670654,0.004205692559480667,0.004316504579037428,49.34986114501953,50.65013885498047
Misclassified,0,1,0,0.2986408770084381,0.00429388927295804,0.00424934783950448,50.26068115234375,49.739315032958984
