feature,mean_abs_shap,class,rank
Video_Swin_Fused_331,0.0,Parkinsons,592
Video_Swin_Fused_332,0.0,Parkinsons,593
Video_Swin_Fused_333,0.0,Parkinsons,594
Video_Swin_Fused_334,0.0,Parkinsons,595
Video_Swin_Fused_335,0.0,Parkinsons,596
Video_Swin_Fused_336,0.0,Parkinsons,597
Video_Swin_Fused_337,0.0,Parkinsons,598
Video_Swin_Fused_338,0.0,Parkinsons,599
Video_Swin_Fused_339,0.0,Parkinsons,600
Video_Swin_Fused_328,0.0,Parkinsons,601
Video_Swin_Fused_294,0.0,Parkinsons,602
Video_Swin_Fused_295,0.0,Parkinsons,603
Video_Swin_Fused_296,0.0,Parkinsons,604
Video_Swin_Fused_297,0.0,Parkinsons,605
Video_Swin_Fused_298,0.0,Parkinsons,606
Video_Swin_Fused_299,0.0,Parkinsons,607
Video_Swin_Fused_300,0.0,Parkinsons,608
Video_Swin_Fused_301,0.0,Parkinsons,609
Video_Swin_Fused_302,0.0,Parkinsons,610
Video_Swin_Fused_303,0.0,Parkinsons,611
Video_Swin_Fused_304,0.0,Parkinsons,612
Video_Swin_Fused_317,0.0,Parkinsons,613
Video_Swin_Fused_306,0.0,Parkinsons,614
Video_Swin_Fused_307,0.0,Parkinsons,615
Video_Swin_Fused_308,0.0,Parkinsons,616
Video_Swin_Fused_309,0.0,Parkinsons,617
Video_Swin_Fused_310,0.0,Parkinsons,618
Video_Swin_Fused_311,0.0,Parkinsons,619
Video_Swin_Fused_312,0.0,Parkinsons,620
Video_Swin_Fused_313,0.0,Parkinsons,621
Video_Swin_Fused_314,0.0,Parkinsons,622
Video_Swin_Fused_315,0.0,Parkinsons,623
Video_Swin_Fused_316,0.0,Parkinsons,624
Video_Swin_Fused_305,0.0,Parkinsons,625
Video_Swin_Fused_366,0.0,Parkinsons,626
Video_Swin_Fused_367,0.0,Parkinsons,627
Video_Swin_Fused_368,0.0,Parkinsons,628
Video_Swin_Fused_369,0.0,Parkinsons,629
Video_Swin_Fused_370,0.0,Parkinsons,630
Video_Swin_Fused_372,0.0,Parkinsons,631
Video_Swin_Fused_373,0.0,Parkinsons,632
Video_Swin_Fused_374,0.0,Parkinsons,633
Video_Swin_Fused_375,0.0,Parkinsons,634
Video_Swin_Fused_376,0.0,Parkinsons,635
Video_Swin_Fused_377,0.0,Parkinsons,636
Video_Swin_Fused_340,0.0,Parkinsons,637
Video_Swin_Fused_379,0.0,Parkinsons,638
Video_Swin_Fused_380,0.0,Parkinsons,639
Video_Swin_Fused_381,0.0,Parkinsons,640
Video_Swin_Fused_382,0.0,Parkinsons,641
Video_Swin_Fused_383,0.0,Parkinsons,642
AST_Fused_384,0.0,Parkinsons,643
AST_Fused_001,0.0,Parkinsons,644
AST_Fused_002,0.0,Parkinsons,645
AST_Fused_003,0.0,Parkinsons,646
AST_Fused_004,0.0,Parkinsons,647
AST_Fused_005,0.0,Parkinsons,648
Video_Swin_Fused_378,0.0,Parkinsons,649
Video_Swin_Fused_341,0.0,Parkinsons,650
Video_Swin_Fused_342,0.0,Parkinsons,651
Video_Swin_Fused_344,0.0,Parkinsons,652
Video_Swin_Fused_345,0.0,Parkinsons,653
Video_Swin_Fused_346,0.0,Parkinsons,654
Video_Swin_Fused_347,0.0,Parkinsons,655
Video_Swin_Fused_348,0.0,Parkinsons,656
Video_Swin_Fused_349,0.0,Parkinsons,657
Video_Swin_Fused_350,0.0,Parkinsons,658
Video_Swin_Fused_351,0.0,Parkinsons,659
Video_Swin_Fused_352,0.0,Parkinsons,660
Video_Swin_Fused_365,0.0,Parkinsons,661
Video_Swin_Fused_354,0.0,Parkinsons,662
Video_Swin_Fused_355,0.0,Parkinsons,663
Video_Swin_Fused_356,0.0,Parkinsons,664
Video_Swin_Fused_357,0.0,Parkinsons,665
Video_Swin_Fused_358,0.0,Parkinsons,666
Video_Swin_Fused_359,0.0,Parkinsons,667
Video_Swin_Fused_360,0.0,Parkinsons,668
Video_Swin_Fused_361,0.0,Parkinsons,669
Video_Swin_Fused_362,0.0,Parkinsons,670
Video_Swin_Fused_363,0.0,Parkinsons,671
Video_Swin_Fused_364,0.0,Parkinsons,672
Video_Swin_Fused_353,0.0,Parkinsons,673
Video_Swin_Fused_218,0.0,Parkinsons,674
Video_Swin_Fused_219,0.0,Parkinsons,675
Video_Swin_Fused_220,0.0,Parkinsons,676
Video_Swin_Fused_221,0.0,Parkinsons,677
Video_Swin_Fused_222,0.0,Parkinsons,678
Video_Swin_Fused_223,0.0,Parkinsons,679
Video_Swin_Fused_224,0.0,Parkinsons,680
Video_Swin_Fused_225,0.0,Parkinsons,681
Video_Swin_Fused_227,0.0,Parkinsons,682
Video_Swin_Fused_228,0.0,Parkinsons,683
Video_Swin_Fused_293,0.0,Parkinsons,684
Video_Swin_Fused_230,0.0,Parkinsons,685
Video_Swin_Fused_231,0.0,Parkinsons,686
Video_Swin_Fused_232,0.0,Parkinsons,687
Video_Swin_Fused_233,0.0,Parkinsons,688
Video_Swin_Fused_234,0.0,Parkinsons,689
Video_Swin_Fused_235,0.0,Parkinsons,690
Video_Swin_Fused_236,0.0,Parkinsons,691
Video_Swin_Fused_237,0.0,Parkinsons,692
Video_Swin_Fused_238,0.0,Parkinsons,693
Video_Swin_Fused_239,0.0,Parkinsons,694
Video_Swin_Fused_240,0.0,Parkinsons,695
Video_Swin_Fused_229,0.0,Parkinsons,696
Video_Swin_Fused_193,0.0,Parkinsons,697
Video_Swin_Fused_194,0.0,Parkinsons,698
Video_Swin_Fused_195,0.0,Parkinsons,699
Video_Swin_Fused_196,0.0,Parkinsons,700
Video_Swin_Fused_197,0.0,Parkinsons,701
Video_Swin_Fused_198,0.0,Parkinsons,702
Video_Swin_Fused_199,0.0,Parkinsons,703
Video_Swin_Fused_200,0.0,Parkinsons,704
Video_Swin_Fused_201,0.0,Parkinsons,705
Video_Swin_Fused_202,0.0,Parkinsons,706
Video_Swin_Fused_203,0.0,Parkinsons,707
Video_Swin_Fused_217,0.0,Parkinsons,708
Video_Swin_Fused_205,0.0,Parkinsons,709
Video_Swin_Fused_206,0.0,Parkinsons,710
Video_Swin_Fused_207,0.0,Parkinsons,711
Video_Swin_Fused_208,0.0,Parkinsons,712
Video_Swin_Fused_209,0.0,Parkinsons,713
Video_Swin_Fused_210,0.0,Parkinsons,714
Video_Swin_Fused_212,0.0,Parkinsons,715
Video_Swin_Fused_213,0.0,Parkinsons,716
Video_Swin_Fused_214,0.0,Parkinsons,717
Video_Swin_Fused_215,0.0,Parkinsons,718
Video_Swin_Fused_216,0.0,Parkinsons,719
Video_Swin_Fused_204,0.0,Parkinsons,720
Video_Swin_Fused_269,0.0,Parkinsons,721
Video_Swin_Fused_270,0.0,Parkinsons,722
Video_Swin_Fused_271,0.0,Parkinsons,723
Video_Swin_Fused_272,0.0,Parkinsons,724
Video_Swin_Fused_273,0.0,Parkinsons,725
Video_Swin_Fused_274,0.0,Parkinsons,726
Video_Swin_Fused_275,0.0,Parkinsons,727
Video_Swin_Fused_276,0.0,Parkinsons,728
Video_Swin_Fused_277,0.0,Parkinsons,729
Video_Swin_Fused_278,0.0,Parkinsons,730
Video_Swin_Fused_279,0.0,Parkinsons,731
Video_Swin_Fused_241,0.0,Parkinsons,732
Video_Swin_Fused_281,0.0,Parkinsons,733
Video_Swin_Fused_282,0.0,Parkinsons,734
Video_Swin_Fused_283,0.0,Parkinsons,735
Video_Swin_Fused_284,0.0,Parkinsons,736
Video_Swin_Fused_285,0.0,Parkinsons,737
Video_Swin_Fused_287,0.0,Parkinsons,738
Video_Swin_Fused_288,0.0,Parkinsons,739
Video_Swin_Fused_289,0.0,Parkinsons,740
Video_Swin_Fused_290,0.0,Parkinsons,741
Video_Swin_Fused_291,0.0,Parkinsons,742
Video_Swin_Fused_292,0.0,Parkinsons,743
Video_Swin_Fused_280,0.0,Parkinsons,744
Video_Swin_Fused_242,0.0,Parkinsons,745
Video_Swin_Fused_243,0.0,Parkinsons,746
Video_Swin_Fused_244,0.0,Parkinsons,747
Video_Swin_Fused_246,0.0,Parkinsons,748
Video_Swin_Fused_248,0.0,Parkinsons,749
Video_Swin_Fused_249,0.0,Parkinsons,750
Video_Swin_Fused_250,0.0,Parkinsons,751
Video_Swin_Fused_252,0.0,Parkinsons,752
Video_Swin_Fused_253,0.0,Parkinsons,753
Video_Swin_Fused_254,0.0,Parkinsons,754
Video_Swin_Fused_255,0.0,Parkinsons,755
Video_Swin_Fused_268,0.0,Parkinsons,756
Video_Swin_Fused_257,0.0,Parkinsons,757
Video_Swin_Fused_258,0.0,Parkinsons,758
Video_Swin_Fused_259,0.0,Parkinsons,759
Video_Swin_Fused_260,0.0,Parkinsons,760
Video_Swin_Fused_261,0.0,Parkinsons,761
Video_Swin_Fused_262,0.0,Parkinsons,762
Video_Swin_Fused_263,0.0,Parkinsons,763
Video_Swin_Fused_264,0.0,Parkinsons,764
Video_Swin_Fused_265,0.0,Parkinsons,765
Video_Swin_Fused_266,0.0,Parkinsons,766
Video_Swin_Fused_267,0.0,Parkinsons,767
Video_Swin_Fused_256,0.0,Parkinsons,768
