feature,mean_abs_shap,mean_shap
Video_Swin_Fused_274,0.0,0.0
Video_Swin_Fused_275,0.0,0.0
Video_Swin_Fused_276,0.0,0.0
Video_Swin_Fused_277,0.0,0.0
Video_Swin_Fused_278,0.0,0.0
Video_Swin_Fused_279,0.0,0.0
Video_Swin_Fused_241,0.0,0.0
Video_Swin_Fused_281,0.0,0.0
Video_Swin_Fused_282,0.0,0.0
Video_Swin_Fused_283,0.0,0.0
Video_Swin_Fused_284,0.0,0.0
Video_Swin_Fused_285,0.0,0.0
Video_Swin_Fused_287,0.0,0.0
Video_Swin_Fused_288,0.0,0.0
Video_Swin_Fused_289,0.0,0.0
Video_Swin_Fused_290,0.0,0.0
Video_Swin_Fused_291,0.0,0.0
Video_Swin_Fused_292,0.0,0.0
Video_Swin_Fused_280,0.0,0.0
Video_Swin_Fused_242,0.0,0.0
Video_Swin_Fused_243,0.0,0.0
Video_Swin_Fused_244,0.0,0.0
Video_Swin_Fused_246,0.0,0.0
Video_Swin_Fused_248,0.0,0.0
Video_Swin_Fused_249,0.0,0.0
Video_Swin_Fused_250,0.0,0.0
Video_Swin_Fused_252,0.0,0.0
Video_Swin_Fused_253,0.0,0.0
Video_Swin_Fused_254,0.0,0.0
Video_Swin_Fused_255,0.0,0.0
Video_Swin_Fused_268,0.0,0.0
Video_Swin_Fused_257,0.0,0.0
Video_Swin_Fused_258,0.0,0.0
Video_Swin_Fused_259,0.0,0.0
Video_Swin_Fused_260,0.0,0.0
Video_Swin_Fused_261,0.0,0.0
Video_Swin_Fused_262,0.0,0.0
Video_Swin_Fused_263,0.0,0.0
Video_Swin_Fused_264,0.0,0.0
Video_Swin_Fused_265,0.0,0.0
Video_Swin_Fused_266,0.0,0.0
Video_Swin_Fused_267,0.0,0.0
Video_Swin_Fused_256,0.0,0.0
